LoanID,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
847,8000,8000,17.27%,36 months,debt_consolidation,1.98%,NY,MORTGAGE,6000,670-674,5,5032,2,10+ years
848,20000,20000,11.71%,36 months,debt_consolidation,14.95%,TX,MORTGAGE,10416.67,720-724,12,26179,2,1 year
849,7000,7000,7.90%,36 months,medical,20.96%,TX,OWN,2300,765-769,4,0,0,10+ years
850,20000,19900,10.62%,36 months,debt_consolidation,12.58%,AL,MORTGAGE,2416.67,760-764,5,6011,0,1 year
851,5000,4500,11.03%,36 months,major_purchase,0.47%,PA,RENT,3166.67,680-684,5,4254,5,< 1 year
852,17625,17600,13.11%,36 months,credit_card,14.88%,OH,RENT,3333.33,675-679,6,20266,0,2 years
853,7150,7150,13.11%,36 months,debt_consolidation,12.33%,IL,RENT,3666.67,685-689,11,10561,1,< 1 year
854,25000,24775,10.36%,36 months,debt_consolidation,0.94%,HI,RENT,8533.33,720-724,9,28038,0,10+ years
855,15000,15000,14.33%,36 months,debt_consolidation,33.42%,AZ,RENT,4500,675-679,20,13369,0,< 1 year
856,9000,9000,6.62%,36 months,debt_consolidation,13.85%,MA,RENT,4166.67,765-769,5,7853,0,1 year
857,17600,17600,16.35%,36 months,debt_consolidation,17.35%,PA,MORTGAGE,7500,665-669,16,14555,0,7 years
858,10000,10000,12.68%,36 months,debt_consolidation,13.96%,IL,RENT,2500,690-694,6,10481,1,< 1 year
859,11200,11000,15.20%,60 months,home_improvement,16.47%,VA,MORTGAGE,6750,675-679,15,19051,0,4 years
860,13225,13225,15.31%,36 months,debt_consolidation,27.07%,CA,RENT,5833.33,680-684,11,18569,1,10+ years
861,4000,4000,11.14%,36 months,other,33.80%,FL,MORTGAGE,3333.33,700-704,12,12922,0,4 years
862,12000,11975,10.99%,36 months,credit_card,9.46%,NC,MORTGAGE,12083.33,720-724,7,43299,2,3 years
863,35000,35000,19.05%,36 months,debt_consolidation,21.12%,CT,MORTGAGE,13750,735-739,38,99549,2,10+ years
864,25000,17250,14.59%,36 months,debt_consolidation,24.64%,FL,RENT,8750,705-709,11,20798,1,< 1 year
865,9000,9000,6.03%,36 months,debt_consolidation,12.23%,VA,MORTGAGE,5000,750-754,13,5224,0,7 years
866,18225,18225,12.12%,36 months,debt_consolidation,20.87%,MN,MORTGAGE,4850,700-704,7,37592,0,3 years
867,4750,4750,14.72%,36 months,small_business,3%,CO,OWN,866.67,660-664,6,740,0,n/a
868,14400,14400,6.62%,36 months,home_improvement,6.71%,FL,MORTGAGE,12500,770-774,6,1280,0,10+ years
869,30000,30000,23.76%,60 months,debt_consolidation,14.25%,WI,RENT,6928.13,660-664,6,28665,1,10+ years
870,13475,13475,12.12%,36 months,credit_card,19.46%,MA,MORTGAGE,2250,715-719,3,11674,0,< 1 year
871,10000,10000,19.05%,36 months,other,17.95%,SC,MORTGAGE,3750,675-679,10,7034,1,6 years
872,12000,12000,6.62%,36 months,credit_card,9.46%,CA,MORTGAGE,5833.33,740-744,9,12028,0,8 years
873,6000,6000,16.89%,60 months,debt_consolidation,18.39%,CA,RENT,3083,695-699,3,1181,0,3 years
874,9500,6500,6.54%,36 months,credit_card,14.43%,NH,MORTGAGE,7500,725-729,13,100233,0,10+ years
875,12000,11875,10.38%,60 months,credit_card,16.98%,FL,MORTGAGE,3791.67,780-784,10,59495,1,10+ years
876,5000,5000,8.90%,36 months,credit_card,15.93%,PA,MORTGAGE,6666.67,705-709,10,12307,0,7 years
877,3600,3600,8.90%,36 months,debt_consolidation,3.27%,NV,RENT,1558.33,745-749,4,1594,0,3 years
878,27000,26993.89,14.27%,60 months,home_improvement,18.28%,FL,OWN,4833.33,735-739,18,12588,1,7 years
879,10000,10000,14.27%,36 months,debt_consolidation,10.97%,IL,RENT,7500,665-669,6,7778,0,7 years
880,5450,5450,13.11%,36 months,medical,25.91%,AL,RENT,3500,670-674,9,7619,0,1 year
881,16000,13613.86,15.28%,60 months,debt_consolidation,15.33%,KY,MORTGAGE,3006.44,700-704,10,11011,0,10+ years
882,9750,9750,17.27%,36 months,debt_consolidation,21.93%,FL,RENT,2817.5,670-674,12,6324,1,1 year
883,30000,30000,7.51%,36 months,major_purchase,1.08%,NY,OWN,10416.67,785-789,6,740,0,5 years
884,14000,13975,12.12%,36 months,other,3.25%,NY,MORTGAGE,6250,705-709,14,7085,1,10+ years
885,8500,8500,6.62%,36 months,debt_consolidation,4.90%,CA,MORTGAGE,4166.67,740-744,8,7114,0,10+ years
886,14400,14400,7.90%,36 months,wedding,17.89%,FL,RENT,13100,745-749,11,14550,0,4 years
887,8000,8000,7.14%,36 months,debt_consolidation,1.73%,CA,RENT,3750,765-769,6,3381,0,< 1 year
888,12000,12000,13.11%,36 months,debt_consolidation,6.46%,NY,RENT,13166.67,680-684,8,8426,0,5 years
889,10400,10350,13.11%,36 months,debt_consolidation,7.59%,NY,OWN,6166.67,695-699,10,14193,0,7 years
890,21000,21000,18.75%,60 months,home_improvement,11.31%,NY,MORTGAGE,10250,695-699,12,38820,0,10+ years
891,6000,5925,11.83%,36 months,debt_consolidation,3.44%,CA,RENT,6333.33,705-709,13,7269,0,4 years
892,10800,10800,13.67%,60 months,car,0.94%,IL,RENT,7500,730-734,4,1577,0,< 1 year
893,2100,2100,14.33%,36 months,major_purchase,3.50%,LA,OWN,1000,690-694,13,893,1,< 1 year
894,4000,4000,6.03%,36 months,other,15.13%,FL,MORTGAGE,6583.33,770-774,6,63294,0,10+ years
895,3500,3500,7.62%,36 months,debt_consolidation,20.93%,CA,RENT,4333.33,725-729,9,11538,0,6 years
896,24250,23811.24,12.53%,36 months,home_improvement,12.70%,NY,OWN,18750,725-729,10,121563,1,10+ years
897,19000,19000,14.33%,60 months,credit_card,16.06%,IL,MORTGAGE,5000,715-719,8,20918,0,10+ years
898,10500,10477.85,15.33%,36 months,credit_card,14.30%,NY,RENT,3083.33,670-674,8,14726,0,10+ years
899,2500,2500,18.49%,36 months,debt_consolidation,22.49%,PA,MORTGAGE,3916.67,670-674,7,14892,2,6 years
900,16000,16000,14.59%,36 months,debt_consolidation,9.47%,CA,RENT,5416.67,690-694,9,15518,0,10+ years
901,3000,1300,13.75%,36 months,debt_consolidation,19.30%,FL,RENT,1000,665-669,12,2545,4,< 1 year
902,10000,10000,5.42%,36 months,credit_card,10.41%,GA,MORTGAGE,7500,780-784,11,11532,0,9 years
903,7100,7100,14.09%,36 months,credit_card,19.22%,OH,RENT,4166.67,685-689,13,6788,2,2 years
904,12500,12425,9.32%,36 months,home_improvement,11.71%,TX,MORTGAGE,4166.67,780-784,7,1052,0,2 years
905,1700,1700,13.99%,36 months,car,20.67%,NY,OWN,1200,675-679,10,7382,0,4 years
906,4000,4000,11.14%,36 months,debt_consolidation,12.20%,WA,MORTGAGE,6666.67,670-674,7,7153,0,5 years
907,18225,18225,17.99%,36 months,debt_consolidation,23.35%,VA,RENT,3083.33,675-679,6,17128,1,3 years
908,30000,30000,16.29%,60 months,major_purchase,20.28%,NY,RENT,13666.67,735-739,14,39059,1,1 year
909,10000,10000,6.54%,36 months,home_improvement,17.05%,FL,RENT,6916.67,730-734,6,10302,0,3 years
910,6000,6000,7.90%,36 months,credit_card,2.51%,GA,RENT,7500,720-724,5,6394,0,2 years
911,6000,6000,12.12%,36 months,major_purchase,7.40%,PA,MORTGAGE,5000,675-679,6,14045,0,2 years
912,6000,6000,15.80%,36 months,debt_consolidation,19.56%,WA,OWN,1666.67,675-679,7,5291,0,< 1 year
913,7000,7000,17.77%,36 months,debt_consolidation,18.15%,WV,RENT,4750,665-669,11,12307,1,< 1 year
914,10000,10000,15.31%,36 months,credit_card,9.55%,TX,OWN,4166.67,670-674,11,11551,0,4 years
915,3250,3250,12.73%,36 months,debt_consolidation,21.44%,FL,MORTGAGE,5000,675-679,12,20564,0,3 years
916,30000,29950,19.72%,60 months,debt_consolidation,21.92%,CT,RENT,10416.67,685-689,11,61661,1,7 years
917,21000,21000,11.11%,36 months,small_business,16.53%,NY,MORTGAGE,18750,700-704,13,120538,0,10+ years
918,11000,11000,7.62%,36 months,debt_consolidation,12.35%,NY,OWN,7666.67,735-739,6,12461,1,7 years
919,5500,5400,7.14%,36 months,credit_card,19.86%,MO,MORTGAGE,3916.67,750-754,15,10254,1,< 1 year
920,15000,15000,7.90%,36 months,debt_consolidation,5.59%,MO,RENT,2916.67,770-774,13,14290,1,9 years
921,20000,17890.7,19.91%,60 months,debt_consolidation,17.49%,CA,MORTGAGE,7916.67,670-674,17,39621,1,6 years
922,7200,6250,8.07%,36 months,debt_consolidation,17%,MA,MORTGAGE,5100,760-764,4,9366,4,10+ years
923,4000,4000,18.64%,60 months,debt_consolidation,19.15%,MN,RENT,4000,675-679,9,16543,2,6 years
924,20000,20000,8.90%,36 months,debt_consolidation,11.01%,MD,MORTGAGE,7083.33,730-734,13,28324,2,10+ years
925,15000,15000,12.12%,36 months,credit_card,19.16%,NJ,RENT,5000,705-709,18,13830,0,10+ years
926,8000,7825,11.83%,36 months,credit_card,8.12%,FL,RENT,5417,730-734,5,43799,2,1 year
927,15000,14900,19.74%,60 months,credit_card,16.80%,TX,MORTGAGE,5833.33,660-664,14,8587,2,3 years
928,8000,8000,11.14%,36 months,debt_consolidation,11.59%,CA,RENT,7000,685-689,7,4729,1,3 years
929,20675,20675,14.33%,36 months,credit_card,23.12%,NM,MORTGAGE,4333.33,710-714,12,8393,1,10+ years
930,30000,30000,15.31%,60 months,credit_card,16.99%,MN,MORTGAGE,8500,695-699,10,33770,0,6 years
931,12000,11875,7.66%,36 months,debt_consolidation,13.31%,NY,MORTGAGE,5416.67,740-744,8,9993,2,3 years
932,5000,5000,9.99%,36 months,wedding,21.33%,VA,RENT,5316.67,695-699,7,23818,0,7 years
933,4750,4750,8.90%,36 months,home_improvement,0.56%,PA,OWN,2833.33,760-764,2,767,0,9 years
934,6500,6500,12.12%,36 months,credit_card,24.97%,TX,OWN,3500,680-684,7,6948,0,1 year
935,21600,20550,10.59%,36 months,major_purchase,9.40%,CA,MORTGAGE,9000,720-724,16,43362,0,10+ years
936,1900,1900,12.84%,36 months,home_improvement,23.29%,UT,MORTGAGE,2860,670-674,9,24209,2,< 1 year
937,6000,6000,7.90%,36 months,house,6.68%,NY,RENT,10416.67,710-714,9,20592,0,10+ years
938,8500,8500,7.62%,36 months,credit_card,13.67%,FL,RENT,4333.33,720-724,11,15284,0,4 years
939,9250,9250,12.12%,36 months,debt_consolidation,29.46%,TX,MORTGAGE,3333.33,685-689,10,5440,0,10+ years
940,1875,1875,13.49%,36 months,credit_card,18.83%,NY,RENT,1200,675-679,8,5342,2,1 year
941,2500,2450,12.61%,36 months,educational,3.78%,MD,MORTGAGE,1930.75,675-679,4,1548,3,2 years
942,10000,10000,13.47%,36 months,car,5.59%,TX,RENT,4583,690-694,6,2432,1,4 years
943,25000,25000,15.23%,60 months,debt_consolidation,17.97%,KS,MORTGAGE,8917,730-734,10,22566,1,10+ years
944,5000,5000,13.99%,60 months,debt_consolidation,11.29%,NC,MORTGAGE,3083,710-714,5,1073,2,2 years
945,6000,5996.63,13.61%,60 months,major_purchase,20.85%,CA,MORTGAGE,2700,695-699,10,10932,2,2 years
946,10000,10000,14.22%,36 months,debt_consolidation,12.24%,NJ,RENT,2541.67,680-684,4,13667,0,8 years
947,5375,5325,6.62%,36 months,debt_consolidation,20.93%,NV,RENT,3000,730-734,7,5640,0,3 years
948,19000,18898.03,16.32%,60 months,debt_consolidation,22.41%,NY,RENT,4333.33,700-704,5,23016,1,2 years
949,5500,5500,11.89%,36 months,credit_card,17.94%,MA,RENT,3583.33,695-699,8,5668,3,1 year
950,10000,10000,10.74%,36 months,debt_consolidation,18.15%,CA,RENT,5833.33,700-704,10,16894,0,4 years
951,8800,8800,13.11%,60 months,major_purchase,2.88%,AZ,MORTGAGE,2500,740-744,3,607,0,2 years
952,9500,9475,15.95%,60 months,credit_card,24.88%,CA,RENT,6000,705-709,6,14621,2,10+ years
953,12000,9294.21,5.79%,36 months,debt_consolidation,9.49%,VA,MORTGAGE,6700,765-769,20,11686,0,5 years
954,16500,16500,11.71%,36 months,credit_card,11.05%,CT,MORTGAGE,7250,725-729,8,17247,2,10+ years
955,25000,24875,11.71%,60 months,debt_consolidation,13.42%,IL,MORTGAGE,6250,755-759,5,18591,0,10+ years
956,24000,24000,12.12%,36 months,debt_consolidation,16.24%,NJ,RENT,4500,700-704,8,29098,1,10+ years
957,7000,6875,10.36%,36 months,major_purchase,13.94%,CA,RENT,5000,690-694,5,1364,2,10+ years
958,1200,1200,18.25%,36 months,other,24.12%,OH,RENT,1700,660-664,2,0,3,4 years
959,24175,24175,13.11%,36 months,home_improvement,7.66%,GA,RENT,6250,710-714,8,4681,1,10+ years
960,2800,2800,7.90%,36 months,credit_card,17.16%,MA,RENT,3583.33,720-724,12,5182,0,2 years
961,4000,4000,11.71%,60 months,car,13.17%,PA,RENT,3500,705-709,6,5915,0,3 years
962,10000,10000,12.12%,36 months,debt_consolidation,10.88%,CT,MORTGAGE,7500,665-669,6,24924,0,10+ years
963,7125,7125,10.16%,36 months,debt_consolidation,4.95%,MA,RENT,2946.67,710-714,6,5015,1,6 years
964,10000,9325,8.32%,36 months,other,6.25%,FL,MORTGAGE,6666.67,750-754,10,3248,0,< 1 year
965,10000,10000,13.11%,36 months,credit_card,5.30%,CA,RENT,6250,695-699,5,9620,1,2 years
966,4400,4398.89,15.31%,36 months,debt_consolidation,21.51%,NC,RENT,4625,670-674,8,5707,1,6 years
967,10000,10000,12.12%,36 months,debt_consolidation,11.52%,CA,RENT,4166.67,710-714,7,9817,1,4 years
968,9450,9450,12.12%,36 months,credit_card,33.62%,FL,RENT,2750,700-704,17,14246,0,6 years
969,3500,3500,7.62%,36 months,other,1.83%,IL,MORTGAGE,7500,765-769,4,6944,0,9 years
970,24000,24000,12.69%,60 months,home_improvement,21.59%,FL,MORTGAGE,10000,725-729,17,42996,0,5 years
971,11750,11750,10.99%,36 months,debt_consolidation,10.30%,NC,RENT,4583.33,700-704,6,5613,0,3 years
972,30000,24800,10.16%,36 months,home_improvement,2.21%,NY,MORTGAGE,9583.33,765-769,7,4454,3,10+ years
973,12000,12000,18.75%,36 months,debt_consolidation,27.32%,GA,MORTGAGE,13333.33,665-669,18,62069,0,5 years
974,13000,13000,14.09%,36 months,debt_consolidation,17.99%,PA,MORTGAGE,7916.67,695-699,14,10723,3,8 years
975,5000,5000,13.48%,36 months,educational,11.21%,FL,RENT,3800,710-714,4,1575,4,3 years
976,15000,15000,14.33%,36 months,debt_consolidation,16.15%,CA,RENT,9166.67,700-704,15,24563,1,< 1 year
977,16000,15975,13.43%,60 months,major_purchase,6.80%,CA,MORTGAGE,5000,745-749,10,1132,2,< 1 year
978,12000,11975,15.23%,60 months,home_improvement,13.91%,NV,MORTGAGE,7083.33,705-709,7,3923,2,7 years
979,10050,10050,14.33%,36 months,debt_consolidation,7.97%,NV,OTHER,7266.67,675-679,8,24281,0,2 years
980,35000,25850,15.23%,60 months,major_purchase,22.74%,IL,MORTGAGE,10000,760-764,13,13651,1,10+ years
981,30000,30000,22.95%,60 months,debt_consolidation,30.56%,HI,RENT,7500,685-689,12,29756,0,10+ years
982,24250,24175,12.18%,36 months,debt_consolidation,21.90%,NY,OWN,5000,740-744,15,100842,1,< 1 year
983,16000,16000,6.03%,36 months,credit_card,6.07%,NJ,RENT,12916.67,790-794,8,26635,1,10+ years
984,9000,8996.01,15.05%,36 months,debt_consolidation,23.75%,CA,RENT,5166.67,675-679,7,15149,1,1 year
985,17000,16750,11.12%,60 months,car,17.91%,MD,MORTGAGE,8500,750-754,9,10324,3,5 years
986,5400,200,7.75%,36 months,educational,3%,GA,RENT,666.67,760-764,4,1321,0,< 1 year
987,12000,12000,12.12%,36 months,debt_consolidation,26.96%,CA,RENT,3833.33,690-694,15,6038,0,4 years
988,2000,2000,17.27%,36 months,debt_consolidation,8.64%,CA,RENT,1666.67,670-674,5,4595,2,n/a
989,24000,24000,12.69%,36 months,other,19.53%,MN,RENT,4583.33,710-714,5,21377,0,5 years
990,16800,16800,22.47%,60 months,debt_consolidation,13.55%,OH,MORTGAGE,4000,660-664,12,12179,1,10+ years
991,3000,3000,17.27%,36 months,credit_card,22.87%,NY,RENT,2750,660-664,9,7648,3,4 years
992,3500,3500,12.69%,36 months,major_purchase,5.36%,NC,MORTGAGE,7083,665-669,6,11616,0,10+ years
993,4000,3910.45,7.66%,36 months,home_improvement,20.92%,NY,MORTGAGE,3600,725-729,4,594,0,10+ years
994,16000,15975,16.29%,36 months,debt_consolidation,32.91%,OH,OWN,3333.33,695-699,10,24134,1,2 years
995,8800,8800,18.25%,60 months,debt_consolidation,13.89%,KY,RENT,2916.67,685-689,5,7794,2,2 years
996,19725,19725,7.90%,36 months,debt_consolidation,6.46%,CA,MORTGAGE,6916.67,755-759,9,16173,3,7 years
997,19750,19725,15.96%,36 months,debt_consolidation,24.14%,VA,MORTGAGE,5166.67,680-684,12,33368,2,10+ years
998,19750,19725,20.77%,60 months,debt_consolidation,14.85%,KS,RENT,4000,670-674,4,1948,1,3 years
999,10000,10000,16.32%,36 months,home_improvement,1.69%,MA,MORTGAGE,10000,695-699,3,5624,0,10+ years
1000,5000,0,8.63%,36 months,debt_consolidation,1.92%,NJ,RENT,2600,730-734,13,814,0,8 years
1001,9600,9600,6.62%,36 months,debt_consolidation,3.82%,SC,RENT,4333.33,760-764,7,1039,1,3 years
1002,30000,29975,21.49%,60 months,debt_consolidation,15.32%,NJ,MORTGAGE,12500,705-709,12,24124,2,10+ years
1003,7000,7000,12.42%,36 months,credit_card,15.11%,CA,RENT,7083.33,685-689,15,16049,2,10+ years
1004,8400,8400,10.74%,36 months,debt_consolidation,7.82%,LA,RENT,2083.33,720-724,7,4282,1,9 years
1005,5600,5600,14.33%,36 months,debt_consolidation,25.29%,OH,RENT,3333.33,675-679,8,17471,1,4 years
1006,20000,13175,7.88%,60 months,car,12.51%,GA,MORTGAGE,19583,790-794,9,5213,0,4 years
1007,15000,15000,12.12%,36 months,vacation,3.41%,NY,RENT,3166.67,720-724,5,3338,0,3 years
1008,17500,17500,13.23%,60 months,debt_consolidation,23.03%,MD,RENT,3500,735-739,6,17734,0,< 1 year
1009,32400,32400,12.12%,60 months,home_improvement,1.28%,CA,MORTGAGE,8750,790-794,4,7,0,5 years
1010,12000,11975,12.12%,36 months,debt_consolidation,10.84%,NJ,RENT,7083.33,685-689,11,20601,0,4 years
1011,10000,9875,14.09%,36 months,other,16.40%,TX,RENT,2250,680-684,3,13398,4,10+ years
1012,12300,12275,7.88%,36 months,debt_consolidation,22.14%,OH,MORTGAGE,4738.67,745-749,18,10666,2,5 years
1013,15000,15000,11.14%,36 months,credit_card,15.51%,GA,MORTGAGE,8750,690-694,9,15207,0,10+ years
1014,5000,4446.5,11.97%,36 months,debt_consolidation,20.76%,IL,RENT,2500,685-689,14,14536,4,3 years
1015,20000,20000,13.11%,36 months,credit_card,14.87%,NY,RENT,14166.67,695-699,17,34115,0,3 years
1016,21725,21725,16.29%,36 months,credit_card,29.11%,FL,MORTGAGE,9166.67,695-699,15,68397,2,10+ years
1017,5000,5000,10.00%,60 months,car,9.28%,FL,RENT,4000,735-739,6,3448,0,< 1 year
1018,10300,10300,8.90%,36 months,debt_consolidation,33.37%,GA,MORTGAGE,2583.33,715-719,19,12475,0,7 years
1019,14400,14400,20.49%,36 months,debt_consolidation,18.84%,MO,MORTGAGE,4166.67,660-664,7,10042,3,9 years
1020,15000,15000,16.49%,36 months,credit_card,14.92%,MA,RENT,6294.25,680-684,11,20270,1,3 years
1021,35000,35000,19.72%,60 months,credit_card,22.38%,IL,MORTGAGE,13333.33,690-694,12,46937,0,3 years
1022,7000,7000,15.80%,36 months,debt_consolidation,11.53%,FL,MORTGAGE,3166.67,675-679,11,6658,2,3 years
1023,12500,12500,15.96%,60 months,debt_consolidation,13.87%,PA,RENT,5300,695-699,7,11439,3,5 years
1024,18000,18000,12.12%,36 months,debt_consolidation,10.08%,CA,RENT,6666.67,705-709,13,17773,0,7 years
1025,6000,6000,11.89%,36 months,debt_consolidation,9.77%,CA,RENT,4166.67,695-699,13,15377,1,10+ years
1026,16000,16000,8.90%,36 months,credit_card,14.85%,CA,RENT,5750,725-729,7,14431,0,6 years
1027,35000,34950,23.28%,60 months,debt_consolidation,15.95%,OR,MORTGAGE,8333.33,675-679,8,11229,1,10+ years
1028,10000,10000,6.62%,36 months,home_improvement,3.16%,NY,RENT,13166.67,735-739,13,5643,0,2 years
1029,21000,21000,24.70%,60 months,credit_card,25.87%,AK,RENT,9166.67,675-679,25,17811,1,5 years
1030,8000,8000,12.12%,36 months,home_improvement,7.90%,NJ,MORTGAGE,4166.67,705-709,6,7419,1,n/a
1031,33600,32058.53,20.30%,60 months,debt_consolidation,13.56%,GA,MORTGAGE,20000,695-699,12,17285,0,2 years
1032,11050,10878.55,14.74%,36 months,debt_consolidation,15.47%,CA,RENT,5250,675-679,12,27780,1,< 1 year
1033,16000,16000,15.31%,36 months,debt_consolidation,19%,CA,MORTGAGE,7666.67,695-699,16,43692,1,10+ years
1034,15000,15000,14.65%,60 months,credit_card,17.21%,NJ,RENT,4583.33,730-734,4,13115,1,8 years
1035,12000,12000,14.33%,36 months,debt_consolidation,13.53%,CA,MORTGAGE,8000,685-689,13,12968,1,3 years
1036,4000,3975,14.96%,36 months,house,4.76%,PA,RENT,1700,670-674,4,2381,5,< 1 year
1037,12000,12000,17.99%,36 months,other,19.89%,CA,RENT,5129,660-664,8,8923,0,5 years
1038,12000,12000,10.36%,36 months,debt_consolidation,11.92%,PA,MORTGAGE,10333.33,690-694,16,8987,0,5 years
1039,7500,7500,5.42%,36 months,home_improvement,22.26%,OH,MORTGAGE,2583.33,785-789,11,2160,0,10+ years
1040,24000,23568.65,7.88%,36 months,credit_card,14.41%,AZ,MORTGAGE,11666.67,785-789,10,33122,0,4 years
1041,16000,16000,15.31%,36 months,debt_consolidation,19.92%,MA,RENT,6000,690-694,11,10915,1,7 years
1042,12200,12200,21.48%,60 months,credit_card,9.12%,AK,RENT,6666.67,695-699,9,17282,0,10+ years
1043,12000,12000,10.16%,36 months,debt_consolidation,11.93%,CA,RENT,8054.5,710-714,13,14986,0,10+ years
1044,12000,12000,15.31%,36 months,debt_consolidation,25.86%,MA,OWN,3333.33,665-669,9,10310,0,n/a
1045,9800,9775,5.99%,36 months,debt_consolidation,14.44%,AL,MORTGAGE,6666.67,765-769,5,11466,0,3 years
1046,7000,7000,14.72%,36 months,debt_consolidation,11.39%,WI,MORTGAGE,6833,670-674,11,5537,1,7 years
1047,10000,10000,11.71%,36 months,moving,2.18%,CA,RENT,5500,720-724,3,5623,0,4 years
1048,10000,10000,13.11%,36 months,credit_card,19.38%,UT,MORTGAGE,4958.33,710-714,9,24598,1,2 years
1049,17000,16975,11.99%,60 months,debt_consolidation,12.69%,NC,MORTGAGE,4666.67,745-749,17,11677,2,10+ years
1050,18000,17975,19.22%,60 months,debt_consolidation,16.04%,AZ,MORTGAGE,4666.67,675-679,14,14878,3,10+ years
1051,15600,6575,11.97%,36 months,debt_consolidation,6.65%,CA,MORTGAGE,15000,680-684,14,20237,3,2 years
1052,16750,9445.58,12.41%,36 months,credit_card,24.75%,FL,RENT,3750,720-724,6,28116,1,10+ years
1053,7200,7200,12.12%,36 months,debt_consolidation,18.61%,CA,OWN,3208.33,680-684,8,9849,0,1 year
1054,1500,1500,12.99%,36 months,other,20.60%,MO,MORTGAGE,5000,690-694,15,38176,1,4 years
1055,13600,13600,12.12%,36 months,credit_card,20.94%,WA,MORTGAGE,5416.67,685-689,15,17117,0,10+ years
1056,30000,30000,24.33%,60 months,debt_consolidation,11.24%,CA,RENT,11250,670-674,12,41592,0,6 years
1057,10000,10000,17.77%,36 months,debt_consolidation,26.32%,CO,RENT,2500,680-684,6,17543,1,7 years
1058,10000,9850,10.25%,36 months,debt_consolidation,13.98%,NJ,MORTGAGE,5916.67,730-734,8,6639,4,1 year
1059,10000,10000,11.71%,36 months,debt_consolidation,5.98%,KS,MORTGAGE,3746.58,695-699,5,9005,0,2 years
1060,7000,6975,13.16%,36 months,car,22.32%,CA,MORTGAGE,3041.67,700-704,13,15394,1,< 1 year
1061,4700,4700,7.90%,36 months,renewable_energy,10.65%,OR,RENT,3416.67,760-764,3,2297,0,10+ years
